dialog_act_type,utt
situation-eat,夜行こ
situation-eat,昼行こ
situation-eat,ディナー行こ
situation-eat,昼食行こ
situation-eat,昼行こ
situation-eat,昼食行こ
situation-eat,昼食行こ
situation-eat,昼飯行こ
situation-eat,昼行こ
situation-eat,昼行こ
situation-eat,ランチ行こ
situation-eat,夕食行こ
situation-eat,昼飯行こ
situation-eat,昼飯行こ
situation-eat,夜行こ
situation-eat,昼食行こ
situation-eat,夜行こ
situation-eat,夜行こ
situation-eat,夕飯行こ
situation-eat,昼行こ
situation-eat,夕食行こ
situation-eat,ランチ行こ
situation-eat,夕飯行こ
situation-eat,ランチ行こ
situation-eat,ランチ行こ
situation-eat,昼飯行こ
situation-eat,夕食行こ
situation-eat,夕飯行こ
situation-eat,夜行こ
situation-eat,昼行こ
situation-eat,昼食行こ
situation-eat,夕食行こ
situation-eat,夜行こ
situation-eat,夜行こ
situation-eat,ディナー行こ
situation-eat,昼行こ
situation-eat,昼飯行こ
situation-eat,夜行こ
situation-eat,夕飯行こ
situation-eat,昼行こ
situation-eat,昼行こ
situation-eat,ディナー行こ
situation-eat,ディナー行こ
situation-eat,夕飯行こう
situation-eat,昼行こう
situation-eat,昼飯行こう
situation-eat,昼食行こう
situation-eat,夕飯行こう
situation-eat,昼飯行こう
situation-eat,夕食行こう
situation-eat,昼食行こう
situation-eat,夕飯行こう
situation-eat,昼行こう
situation-eat,昼飯行こう
situation-eat,夕飯行こう
situation-eat,昼行こう
situation-eat,昼食行こう
situation-eat,夕飯行こう
situation-eat,昼食行こう
situation-eat,昼飯行こう
situation-eat,ディナー行こう
situation-eat,夕飯行こう
situation-eat,夕食行こう
situation-eat,ランチ行こう
situation-eat,ランチ行こう
situation-eat,夕食行こう
situation-eat,夕飯行こう
situation-eat,昼食行こう
situation-eat,夜行こう
situation-eat,昼食行こう
situation-eat,夜行こう
situation-eat,ディナー行こう
situation-eat,夕食行こう
situation-eat,夜行こう
situation-eat,昼飯行こう
situation-eat,昼行こう
situation-eat,夜行こう
situation-eat,昼食行こう
situation-eat,夕食行こう
situation-eat,夕食行こう
situation-eat,夜行こう
situation-eat,ランチ行こう
situation-eat,昼食行こう
situation-eat,夜行こう
situation-eat,昼飯行こう
situation-eat,夕飯行こう
situation-eat,ランチ行こう
situation-eat,夕食行こう
situation-eat,昼飯行こう
situation-eat,ランチ行こう
situation-eat,ランチ行こう
situation-eat,ランチ行こう
situation-eat,ディナー行こう
situation-eat,昼飯行こう
situation-eat,ディナー行こう
situation-eat,ディナー行こう
situation-eat,昼食行こう
situation-eat,夕飯行こう
situation-eat,昼食行こう
situation-eat,昼飯行こう
situation-eat,ディナー行こう
situation-eat,昼行こう
situation-eat,昼飯行こう
situation-eat,ディナー行こう
situation-eat,昼飯行こう
situation-eat,昼食行こう
situation-eat,ランチ行こう
situation-eat,昼食行こう
situation-eat,ランチ行こう
situation-eat,ディナー行こう
situation-eat,昼行こう
situation-eat,昼飯行こう
situation-eat,昼食行こう
situation-eat,昼飯行こう
situation-eat,昼行こう
situation-eat,昼食行こう
situation-eat,昼行こう
situation-eat,夜行こう
situation-eat,夜行こう
situation-eat,夕飯行こう
situation-eat,昼食行こう
situation-eat,ランチ行こう
situation-eat,昼食行こう
situation-eat,夕飯行こう
situation-eat,ディナー行こう
situation-eat,ディナー行こう
situation-eat,ランチ行こう
situation-eat,夜行こう
situation-eat,夕食行こう
situation-eat,昼行こう
situation-eat,昼行こう
situation-eat,夕飯行こう
situation-eat,ディナー行こう
situation-eat,夕飯行こう
situation-eat,夜行こう
situation-eat,夜行こう
situation-eat,夕食行こう
situation-eat,昼食行こう
situation-eat,ランチ行こう
situation-eat,ディナー行こう
situation-eat,ディナー行こう
situation-eat,夜行こう
situation-eat,夜行こう
situation-eat,昼食行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,昼飯行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,夕食行こうぜ
situation-eat,夜行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,昼行こうぜ
situation-eat,夜行こうぜ
situation-eat,昼食行こうぜ
situation-eat,夜行こうぜ
situation-eat,夕食行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,昼行こうぜ
situation-eat,昼行こうぜ
situation-eat,昼食行こうぜ
situation-eat,夜行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,夜行こうぜ
situation-eat,夕食行こうぜ
situation-eat,昼飯行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,昼行こうぜ
situation-eat,昼行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,昼行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,昼食行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,夜行こうぜ
situation-eat,夜行こうぜ
situation-eat,夜行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,夕食行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,昼飯行こうぜ
situation-eat,昼食行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,夜行こうぜ
situation-eat,昼行こうぜ
situation-eat,夕食行こうぜ
situation-eat,昼行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,昼行こうぜ
situation-eat,昼行こうぜ
situation-eat,昼飯行こうぜ
situation-eat,昼食行こうぜ
situation-eat,夕食行こうぜ
situation-eat,昼行こうぜ
situation-eat,昼飯行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,昼食行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,昼食行こうぜ
situation-eat,昼行こうぜ
situation-eat,昼食行こうぜ
situation-eat,夜行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,夜行こうぜ
situation-eat,夕飯行こうぜ
situation-eat,昼行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,夜行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,夜行こうぜ
situation-eat,昼行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,夜行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,昼食行こうぜ
situation-eat,夜行こうぜ
situation-eat,夜行こうぜ
situation-eat,夜行こうぜ
situation-eat,昼行こうぜ
situation-eat,昼食行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,夕食行こうぜ
situation-eat,ディナー行こうぜ
situation-eat,昼飯行こうぜ
situation-eat,昼食行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,昼食行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,夕食行こうぜ
situation-eat,ランチ行こうぜ
situation-eat,昼行こうぜ
situation-eat,夜行こうぜ
situation-eat,昼行こうぜ
situation-eat,夕食行こうぜ
situation-eat,夕食行こうぜ
situation-eat,牛丼行こ
situation-eat,松屋行こ
situation-eat,牛丼行こ
situation-eat,焼肉行こ
situation-eat,王将行こ
situation-eat,寿司行こ
situation-eat,焼肉行こ
situation-eat,寿司行こ
situation-eat,夢庵行こ
situation-eat,夢庵行こ
situation-eat,松屋行こ
situation-eat,焼肉行こ
situation-eat,中華行こ
situation-eat,寿司行こ
situation-eat,焼き肉行こ
situation-eat,やよい軒行こ
situation-eat,居酒屋行こ
situation-eat,焼肉行こ
situation-eat,カフェ行こ
situation-eat,焼き肉行こ
situation-eat,松屋行こ
situation-eat,寿司行こ
situation-eat,ガスト行こ
situation-eat,寿司行こ
situation-eat,松屋行こ
situation-eat,牛丼行こ
situation-eat,居酒屋行こ
situation-eat,牛角行こ
situation-eat,吉野家行こ
situation-eat,ラーメン行こ
situation-eat,松屋行こ
situation-eat,ラーメン行こ
situation-eat,ファミレス行こ
situation-eat,カフェ行こ
situation-eat,ファミレス行こ
situation-eat,ガスト行こ
situation-eat,松屋行こ
situation-eat,寿司行こ
situation-eat,ガスト行こ
situation-eat,焼肉行こ
situation-eat,焼肉行こ
situation-eat,焼き肉行こ
situation-eat,日高屋行こ
situation-eat,そば行こ
situation-eat,日高屋行こ
situation-eat,カフェ行こ
situation-eat,ココス行こ
situation-eat,寿司行こ
situation-eat,中華行こ
situation-eat,吉野家行こ
situation-eat,ラーメン行こ
situation-eat,焼肉行こ
situation-eat,そば行こ
situation-eat,やよい軒行こ
situation-eat,牛角行こ
situation-eat,ファミレス行こ
situation-eat,夢庵行こ
situation-eat,夢庵行こ
situation-eat,牛角行こ
situation-eat,日高屋行こ
situation-eat,中華行こ
situation-eat,寿司行こ
situation-eat,そば行こ
situation-eat,王将行こ
situation-eat,寿司行こ
situation-eat,牛丼行こ
situation-eat,松屋行こ
situation-eat,日高屋行こ
situation-eat,寿司行こ
situation-eat,王将行こ
situation-eat,松屋行こ
situation-eat,松屋行こ
situation-eat,カフェ行こ
situation-eat,やよい軒行こ
situation-eat,焼き肉行こ
situation-eat,寿司行こ
situation-eat,すき家行こ
situation-eat,ガスト行こ
situation-eat,寿司行こ
situation-eat,松屋行こ
situation-eat,日高屋行こ
situation-eat,ラーメン行こ
situation-eat,やよい軒行こ
situation-eat,中華行こ
situation-eat,牛丼行こ
situation-eat,日高屋行こ
situation-eat,中華行こ
situation-eat,ラーメン行こ
situation-eat,夢庵行こ
situation-eat,ガスト行こ
situation-eat,やよい軒行こ
situation-eat,ステーキ行こ
situation-eat,焼肉行こ
situation-eat,夢庵行こ
situation-eat,ガスト行こ
situation-eat,カフェ行こ
situation-eat,松屋行こ
situation-eat,牛丼行こ
situation-eat,やよい軒行こ
situation-eat,焼き肉行こ
situation-eat,ファミレス食いに行こ
situation-eat,牛丼食いに行こ
situation-eat,牛丼食いに行こ
situation-eat,王将食いに行こ
situation-eat,そば食いに行こ
situation-eat,王将食いに行こ
situation-eat,日高屋食いに行こ
situation-eat,中華食いに行こ
situation-eat,吉野家食いに行こ
situation-eat,居酒屋食いに行こ
situation-eat,そば食いに行こ
situation-eat,ステーキ食いに行こ
situation-eat,王将食いに行こ
situation-eat,すき家食いに行こ
situation-eat,焼肉食いに行こ
situation-eat,ファミレス食いに行こ
situation-eat,焼き肉食いに行こ
situation-eat,牛角食いに行こ
situation-eat,牛丼食いに行こ
situation-eat,そば食いに行こ
situation-eat,ガスト食いに行こ
situation-eat,ファミレス食いに行こ
situation-eat,中華食いに行こ
situation-eat,すき家食いに行こ
situation-eat,ガスト食いに行こ
situation-eat,焼き肉食いに行こ
situation-eat,ファミレス食いに行こ
situation-eat,松屋食いに行こ
situation-eat,ステーキ食いに行こ
situation-eat,焼肉食いに行こ
situation-eat,ステーキ食いに行こ
situation-eat,牛角食いに行こ
situation-eat,カフェ食いに行こ
situation-eat,そば食いに行こ
situation-eat,ラーメン食いに行こ
situation-eat,中華食いに行こ
situation-eat,そば食いに行こ
situation-eat,中華食いに行こ
situation-eat,牛角食いに行こ
situation-eat,牛丼食いに行こ
situation-eat,牛丼食いに行こ
situation-eat,牛丼食いに行こ
situation-eat,カフェ食いに行こ
situation-eat,ガスト食いに行こ
situation-eat,寿司食いに行こ
situation-eat,ココス食いに行こ
situation-eat,ファミレス食いに行こ
situation-eat,ココス食いに行こ
situation-eat,夢庵食いに行こ
situation-eat,焼き肉食いに行こ
situation-eat,ステーキ食いに行こ
situation-eat,ファミレス食いに行こ
situation-eat,ガスト食いに行こ
situation-eat,寿司食いに行こ
situation-eat,焼肉食いに行こ
situation-eat,焼肉食いに行こ
situation-eat,やよい軒食いに行こ
situation-eat,松屋食いに行こ
situation-eat,ファミレス食いに行こ
situation-eat,吉野家食いに行こ
situation-eat,やよい軒食いに行こ
situation-eat,カフェ食いに行こ
situation-eat,居酒屋食いに行こ
situation-eat,ガスト食いに行こ
situation-eat,吉野家食いに行こ
situation-eat,居酒屋食いに行こ
situation-eat,ココス食いに行こ
situation-eat,夢庵食いに行こ
situation-eat,寿司食いに行こ
situation-eat,すき家食いに行こ
situation-eat,ファミレス食いに行こ
situation-eat,そば食いに行こ
situation-eat,そば食いに行こ
situation-eat,ラーメン食いに行こ
situation-eat,ステーキ食いに行こ
situation-eat,王将食いに行こ
situation-eat,ステーキ食いに行こ
situation-eat,寿司食いに行こ
situation-eat,牛丼食いに行こ
situation-eat,焼肉食いに行こ
situation-eat,焼き肉食いに行こ
situation-eat,焼肉食いに行こ
situation-eat,焼肉食いに行こ
situation-eat,牛丼食いに行こ
situation-eat,松屋食いに行こ
situation-eat,ファミレス食いに行こ
situation-eat,日高屋食いに行こ
situation-eat,やよい軒食いに行こ
situation-eat,牛丼食いに行こ
situation-eat,ラーメン食いに行こ
situation-eat,寿司食いに行こ
situation-eat,夢庵食いに行こ
situation-eat,そば食いに行こ
situation-eat,やよい軒食いに行こ
situation-eat,吉野家食いに行こ
situation-eat,カフェ食いに行こ
situation-eat,焼肉食いに行こ
situation-eat,やよい軒食いに行こ
situation-eat,ステーキ食いに行こ
situation-eat,やよい軒食いに行こ
situation-eat,ファミレス行かない？
situation-eat,焼き肉行かない？
situation-eat,やよい軒行かない？
situation-eat,日高屋行かない？
situation-eat,ステーキ行かない？
situation-eat,ココス行かない？
situation-eat,すき家行かない？
situation-eat,焼肉行かない？
situation-eat,やよい軒行かない？
situation-eat,ガスト行かない？
situation-eat,すき家行かない？
situation-eat,寿司行かない？
situation-eat,カフェ行かない？
situation-eat,カフェ行かない？
situation-eat,カフェ行かない？
situation-eat,やよい軒行かない？
situation-eat,牛丼行かない？
situation-eat,カフェ行かない？
situation-eat,カフェ行かない？
situation-eat,そば行かない？
situation-eat,カフェ行かない？
situation-eat,ファミレス行かない？
situation-eat,ファミレス行かない？
situation-eat,ファミレス行かない？
situation-eat,ガスト行かない？
situation-eat,中華行かない？
situation-eat,カフェ行かない？
situation-eat,ラーメン行かない？
situation-eat,ステーキ行かない？
situation-eat,王将行かない？
situation-eat,牛角行かない？
situation-eat,すき家行かない？
situation-eat,吉野家行かない？
situation-eat,そば行かない？
situation-eat,カフェ行かない？
situation-eat,焼肉行かない？
situation-eat,居酒屋行かない？
situation-eat,日高屋行かない？
situation-eat,焼き肉行かない？
situation-eat,焼き肉行かない？
situation-eat,すき家行かない？
situation-eat,松屋行かない？
situation-eat,ガスト行かない？
situation-eat,ファミレス行かない？
situation-eat,ステーキ行かない？
situation-eat,日高屋行かない？
situation-eat,夢庵行かない？
situation-eat,ラーメン行かない？
situation-eat,やよい軒行かない？
situation-eat,カフェ行かない？
situation-eat,中華行かない？
situation-eat,やよい軒行かない？
situation-eat,牛丼行かない？
situation-eat,松屋行かない？
situation-eat,ココス行かない？
situation-eat,ラーメン行かない？
situation-eat,牛丼行かない？
situation-eat,ガスト行かない？
situation-eat,日高屋行かない？
situation-eat,やよい軒行かない？
situation-eat,すき家行かない？
situation-eat,ファミレス行かない？
situation-eat,焼肉行かない？
situation-eat,焼肉行かない？
situation-eat,焼肉行かない？
situation-eat,中華行かない？
situation-eat,カフェ行かない？
situation-eat,牛丼行かない？
situation-eat,松屋行かない？
situation-eat,ココス行かない？
situation-eat,夢庵行かない？
situation-eat,カフェ行かない？
situation-eat,ファミレス行かない？
situation-eat,ファミレス行かない？
situation-eat,ファミレス行かない？
situation-eat,やよい軒行かない？
situation-eat,すき家行かない？
situation-eat,居酒屋行かない？
situation-eat,中華行かない？
situation-eat,焼き肉行かない？
situation-eat,ラーメン行かない？
situation-eat,居酒屋行かない？
situation-eat,松屋行かない？
situation-eat,日高屋行かない？
situation-eat,牛丼行かない？
situation-eat,日高屋行かない？
situation-eat,中華行かない？
situation-eat,日高屋行かない？
situation-eat,居酒屋行かない？
situation-eat,吉野家行かない？
situation-eat,焼き肉行かない？
situation-eat,日高屋行かない？
situation-eat,カフェ行かない？
situation-eat,寿司行かない？
situation-eat,カフェ行かない？
situation-eat,ファミレス行かない？
situation-eat,ファミレス行かない？
situation-eat,ラーメン行かない？
situation-eat,カフェ行かない？
situation-eat,寿司行かない？
situation-eat,牛角行こ
situation-eat,すき家行こ
situation-eat,寿司行こ
situation-eat,王将行こ
situation-eat,カフェ行こ
situation-eat,すき家行こ
situation-eat,王将行こ
situation-eat,ガスト行こ
situation-eat,焼肉行こ
situation-eat,焼き肉行こ
situation-eat,ガスト行こ
situation-eat,ココス行こ
situation-eat,寿司行こ
situation-eat,日高屋行こ
situation-eat,寿司行こ
situation-eat,ファミレス行こ
situation-eat,牛丼行こ
situation-eat,焼き肉行こ
situation-eat,中華行こ
situation-eat,日高屋行こ
situation-eat,夢庵行こ
situation-eat,居酒屋行こ
situation-eat,ガスト行こ
situation-eat,すき家行こ
situation-eat,そば行こ
situation-eat,牛丼行こ
situation-eat,ココス行こ
situation-eat,カフェ行こ
situation-eat,居酒屋行こ
situation-eat,ラーメン行こ
situation-eat,吉野家行こ
situation-eat,焼き肉行こ
situation-eat,焼肉行こ
situation-eat,居酒屋行こ
situation-eat,焼き肉行こ
situation-eat,ファミレス行こ
situation-eat,ココス行こ
situation-eat,中華行こ
situation-eat,居酒屋行こ
situation-eat,居酒屋行こ
situation-eat,カフェ行こ
situation-eat,牛角行こ
situation-eat,牛角行こ
situation-eat,王将行こ
situation-eat,日高屋行こ
situation-eat,そば行こ
situation-eat,ステーキ行こ
situation-eat,カフェ行こ
situation-eat,そば行こ
situation-eat,カフェ行こ
situation-eat,日高屋行こ
situation-eat,ラーメン行こ
situation-eat,牛丼行こ
situation-eat,吉野家行こ
situation-eat,ラーメン行こ
situation-eat,焼き肉行こ
situation-eat,牛丼行こ
situation-eat,居酒屋行こ
situation-eat,カフェ行こ
situation-eat,そば行こ
situation-eat,焼肉行こ
situation-eat,松屋行こ
situation-eat,ステーキ行こ
situation-eat,牛丼行こ
situation-eat,すき家行こ
situation-eat,ガスト行こ
situation-eat,カフェ行こ
situation-eat,日高屋行こ
situation-eat,すき家行こ
situation-eat,カフェ行こ
situation-eat,やよい軒行こ
situation-eat,カフェ行こ
situation-eat,日高屋行こ
situation-eat,ガスト行こ
situation-eat,焼き肉行こ
situation-eat,ラーメン行こ
situation-eat,ラーメン行こ
situation-eat,ステーキ行こ
situation-eat,居酒屋行こ
situation-eat,中華行こ
situation-eat,ラーメン行こ
situation-eat,ココス行こ
situation-eat,王将行こ
situation-eat,牛丼行こ
situation-eat,そば行こ
situation-eat,カフェ行こ
situation-eat,牛丼行こ
situation-eat,寿司行こ
situation-eat,カフェ行こ
situation-eat,やよい軒行こ
situation-eat,すき家行こ
situation-eat,ラーメン行こ
situation-eat,そば行こ
situation-eat,そば行こ
situation-eat,すき家行こ
situation-eat,焼肉行こ
situation-eat,ココス行こ
situation-eat,吉野家行こ
situation-eat,すき家行こ
situation-eat,焼き肉行こ
situation-eat,ガスト食わない？
situation-eat,カフェ食わない？
situation-eat,日高屋食わない？
situation-eat,やよい軒食わない？
situation-eat,焼肉食わない？
situation-eat,やよい軒食わない？
situation-eat,カフェ食わない？
situation-eat,中華食わない？
situation-eat,ココス食わない？
situation-eat,焼肉食わない？
situation-eat,ファミレス食わない？
situation-eat,そば食わない？
situation-eat,カフェ食わない？
situation-eat,そば食わない？
situation-eat,吉野家食わない？
situation-eat,牛角食わない？
situation-eat,焼き肉食わない？
situation-eat,ガスト食わない？
situation-eat,カフェ食わない？
situation-eat,ステーキ食わない？
situation-eat,ラーメン食わない？
situation-eat,牛角食わない？
situation-eat,ファミレス食わない？
situation-eat,中華食わない？
situation-eat,吉野家食わない？
situation-eat,寿司食わない？
situation-eat,カフェ食わない？
situation-eat,居酒屋食わない？
situation-eat,ラーメン食わない？
situation-eat,寿司食わない？
situation-eat,ガスト食わない？
situation-eat,ガスト食わない？
situation-eat,そば食わない？
situation-eat,松屋食わない？
situation-eat,そば食わない？
situation-eat,焼き肉食わない？
situation-eat,寿司食わない？
situation-eat,夢庵食わない？
situation-eat,牛丼食わない？
situation-eat,ラーメン食わない？
situation-eat,松屋食わない？
situation-eat,王将食わない？
situation-eat,カフェ食わない？
situation-eat,牛角食わない？
situation-eat,焼き肉食わない？
situation-eat,王将食わない？
situation-eat,ココス食わない？
situation-eat,ステーキ食わない？
situation-eat,吉野家食わない？
situation-eat,すき家食わない？
situation-eat,ラーメン食わない？
situation-eat,焼き肉食わない？
situation-eat,牛角食わない？
situation-eat,王将食わない？
situation-eat,牛角食わない？
situation-eat,中華食わない？
situation-eat,ラーメン食わない？
situation-eat,カフェ食わない？
situation-eat,牛丼食わない？
situation-eat,中華食わない？
situation-eat,日高屋食わない？
situation-eat,ガスト食わない？
situation-eat,吉野家食わない？
situation-eat,ステーキ食わない？
situation-eat,寿司食わない？
situation-eat,王将食わない？
situation-eat,牛角食わない？
situation-eat,居酒屋食わない？
situation-eat,吉野家食わない？
situation-eat,すき家食わない？
situation-eat,ラーメン食わない？
situation-eat,中華食わない？
situation-eat,松屋食わない？
situation-eat,牛角食わない？
situation-eat,寿司食わない？
situation-eat,中華食わない？
situation-eat,牛丼食わない？
situation-eat,すき家食わない？
situation-eat,ステーキ食わない？
situation-eat,焼き肉食わない？
situation-eat,夢庵食わない？
situation-eat,焼き肉食わない？
situation-eat,カフェ食わない？
situation-eat,カフェ食わない？
situation-eat,カフェ食わない？
situation-eat,王将食わない？
situation-eat,日高屋食わない？
situation-eat,王将食わない？
situation-eat,居酒屋食わない？
situation-eat,カフェ食わない？
situation-eat,そば食わない？
situation-eat,王将食わない？
situation-eat,やよい軒食わない？
situation-eat,牛角食わない？
situation-eat,日高屋食わない？
situation-eat,焼き肉食わない？
situation-eat,ガスト食わない？
situation-eat,松屋食わない？
situation-eat,牛丼食わない？
situation-eat,夢庵食わない？
situation-eat,カフェ食う？
situation-eat,ココス食う？
situation-eat,カフェ食う？
situation-eat,すき家食う？
situation-eat,牛角食う？
situation-eat,牛丼食う？
situation-eat,ガスト食う？
situation-eat,ココス食う？
situation-eat,牛角食う？
situation-eat,ステーキ食う？
situation-eat,居酒屋食う？
situation-eat,カフェ食う？
situation-eat,夢庵食う？
situation-eat,焼肉食う？
situation-eat,吉野家食う？
situation-eat,牛丼食う？
situation-eat,松屋食う？
situation-eat,寿司食う？
situation-eat,そば食う？
situation-eat,そば食う？
situation-eat,カフェ食う？
situation-eat,中華食う？
situation-eat,焼肉食う？
situation-eat,吉野家食う？
situation-eat,吉野家食う？
situation-eat,居酒屋食う？
situation-eat,焼肉食う？
situation-eat,やよい軒食う？
situation-eat,ステーキ食う？
situation-eat,やよい軒食う？
situation-eat,王将食う？
situation-eat,焼肉食う？
situation-eat,日高屋食う？
situation-eat,牛角食う？
situation-eat,ガスト食う？
situation-eat,寿司食う？
situation-eat,ステーキ食う？
situation-eat,牛角食う？
situation-eat,カフェ食う？
situation-eat,日高屋食う？
situation-eat,カフェ食う？
situation-eat,ココス食う？
situation-eat,すき家食う？
situation-eat,ココス食う？
situation-eat,吉野家食う？
situation-eat,ステーキ食う？
situation-eat,中華食う？
situation-eat,カフェ食う？
situation-eat,夢庵食う？
situation-eat,ステーキ食う？
situation-eat,焼肉食う？
situation-eat,夢庵食う？
situation-eat,居酒屋食う？
situation-eat,中華食う？
situation-eat,夢庵食う？
situation-eat,やよい軒食う？
situation-eat,牛丼食う？
situation-eat,牛角食う？
situation-eat,中華食う？
situation-eat,ラーメン食う？
situation-eat,カフェ食う？
situation-eat,やよい軒食う？
situation-eat,夢庵食う？
situation-eat,ラーメン食う？
situation-eat,牛丼食う？
situation-eat,ファミレス食う？
situation-eat,夢庵食う？
situation-eat,カフェ食う？
situation-eat,牛角食う？
situation-eat,カフェ食う？
situation-eat,ガスト食う？
situation-eat,焼き肉食う？
situation-eat,ファミレス食う？
situation-eat,すき家食う？
situation-eat,ガスト食う？
situation-eat,王将食う？
situation-eat,寿司食う？
situation-eat,焼肉食う？
situation-eat,夢庵食う？
situation-eat,日高屋食う？
situation-eat,焼肉食う？
situation-eat,焼き肉食う？
situation-eat,ガスト食う？
situation-eat,ファミレス食う？
situation-eat,焼肉食う？
situation-eat,すき家食う？
situation-eat,すき家食う？
situation-eat,夢庵食う？
situation-eat,ラーメン食う？
situation-eat,やよい軒食う？
situation-eat,牛丼食う？
situation-eat,中華食う？
situation-eat,牛角食う？
situation-eat,焼肉食う？
situation-eat,ラーメン食う？
situation-eat,夢庵食う？
situation-eat,中華食う？
situation-eat,牛角食う？
situation-eat,焼肉食う？
situation-eat,すき家食う？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,ご飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
situation-eat,飯行かない？
